,N,C,time,sinks
1384,320,1,0.0046198368072509766,True
1385,320,1,0.005193471908569336,False
1386,330,1,0.004494667053222656,True
1387,330,1,0.0052337646484375,False
1388,340,1,0.004772663116455078,True
1389,340,1,0.005439043045043945,False
1390,350,1,0.0050275325775146484,True
1391,350,1,0.00588679313659668,False
1392,360,1,0.005223989486694336,True
1393,360,1,0.006133556365966797,False
1394,370,1,0.005413055419921875,True
1395,370,1,0.006333589553833008,False
1396,380,1,0.0056819915771484375,True
1397,380,1,0.006467580795288086,False
1398,390,1,0.006003618240356445,True
1399,390,1,0.006833314895629883,False
1400,400,1,0.006086111068725586,True
1401,400,1,0.0069768428802490234,False
1402,410,1,0.006023883819580078,True
1403,410,1,0.007064104080200195,False
1404,420,1,0.006247758865356445,True
1405,420,1,0.007134675979614258,False
1406,430,1,0.006483793258666992,True
1407,430,1,0.007379293441772461,False
1408,440,1,0.006533622741699219,True
1409,440,1,0.007513284683227539,False
1410,450,1,0.006474733352661133,True
1411,450,1,0.0074481964111328125,False
1412,460,1,0.006798267364501953,True
1413,460,1,0.007860898971557617,False
1414,470,1,0.007071018218994141,True
1415,470,1,0.007981538772583008,False
1416,480,1,0.007499217987060547,True
1417,480,1,0.008063077926635742,False
1418,490,1,0.007112264633178711,True
1419,490,1,0.009051322937011719,False
1420,500,1,0.0073587894439697266,True
1421,500,1,0.008220672607421875,False
1422,510,1,0.007297039031982422,True
1423,510,1,0.008489608764648438,False
1424,520,1,0.008081912994384766,True
1425,520,1,0.009219884872436523,False
1426,530,1,0.008212804794311523,True
1427,530,1,0.009425163269042969,False
1428,540,1,0.00828409194946289,True
1429,540,1,0.009637594223022461,False
1430,550,1,0.008213281631469727,True
1431,550,1,0.01012730598449707,False
1432,560,1,0.008969306945800781,True
1433,560,1,0.01015329360961914,False
1434,570,1,0.008845806121826172,True
1435,570,1,0.010507345199584961,False
1436,580,1,0.008747100830078125,True
1437,580,1,0.010571002960205078,False
1438,590,1,0.00914311408996582,True
1439,590,1,0.010682106018066406,False
1440,600,1,0.009329557418823242,True
1441,600,1,0.010853767395019531,False
1442,610,1,0.009365558624267578,True
1443,610,1,0.011016130447387695,False
1444,620,1,0.009374618530273438,True
1445,620,1,0.011112451553344727,False
1446,630,1,0.009668588638305664,True
1447,630,1,0.011280298233032227,False
1448,640,1,0.009595632553100586,True
1449,640,1,0.011433839797973633,False
1450,650,1,0.009852886199951172,True
1451,650,1,0.011559009552001953,False
1452,660,1,0.009946823120117188,True
1453,660,1,0.011846780776977539,False
1454,670,1,0.010086536407470703,True
1455,670,1,0.011712312698364258,False
1456,680,1,0.010246038436889648,True
1457,680,1,0.01256418228149414,False
1458,690,1,0.01055908203125,True
1459,690,1,0.012415170669555664,False
1460,700,1,0.010671854019165039,True
1461,700,1,0.012570858001708984,False
1462,710,1,0.010672569274902344,True
1463,710,1,0.012693166732788086,False
1464,720,1,0.010869741439819336,True
1465,720,1,0.012597084045410156,False
1466,730,1,0.011076688766479492,True
1467,730,1,0.013123750686645508,False
1468,740,1,0.011234283447265625,True
1469,740,1,0.013057231903076172,False
1470,750,1,0.011334657669067383,True
1471,750,1,0.013468027114868164,False
1472,760,1,0.011687517166137695,True
1473,760,1,0.013643264770507812,False
1474,770,1,0.011646270751953125,True
1475,770,1,0.014206886291503906,False
1476,780,1,0.012120723724365234,True
1477,780,1,0.014142751693725586,False
1478,790,1,0.011977910995483398,True
1479,790,1,0.014101266860961914,False
1480,800,1,0.012452840805053711,True
1481,800,1,0.01474761962890625,False
1482,810,1,0.012377262115478516,True
1483,810,1,0.014426231384277344,False
1484,820,1,0.012525320053100586,True
1485,820,1,0.014598846435546875,False
1486,830,1,0.013103961944580078,True
1487,830,1,0.015040874481201172,False
1488,840,1,0.013195037841796875,True
1489,840,1,0.015444517135620117,False
1490,850,1,0.012865066528320312,True
1491,850,1,0.015053510665893555,False
1492,860,1,0.013228178024291992,True
1493,860,1,0.01556396484375,False
1494,870,1,0.013198375701904297,True
1495,870,1,0.015520095825195312,False
1496,880,1,0.013528585433959961,True
1497,880,1,0.01594066619873047,False
1498,890,1,0.013738155364990234,True
1499,890,1,0.01608896255493164,False
1500,900,1,0.0139312744140625,True
1501,900,1,0.016022443771362305,False
1502,910,1,0.013967037200927734,True
1503,910,1,0.016222476959228516,False
1504,920,1,0.014560222625732422,True
1505,920,1,0.016504526138305664,False
1506,930,1,0.014339447021484375,True
1507,930,1,0.0166933536529541,False
1508,940,1,0.014492988586425781,True
1509,940,1,0.016997814178466797,False
1510,950,1,0.014584779739379883,True
1511,950,1,0.0169217586517334,False
