,N,P,time
246,400,0.1,0.0888068675994873
247,400,0.3,0.24795794486999512
248,400,0.5,0.40781164169311523
249,400,0.7,0.5690233707427979
250,400,0.9,0.7474510669708252
251,400,1.0,0.7794909477233887
252,410,0.05,0.05209231376647949
253,410,0.1,0.09353899955749512
254,410,0.3,0.26571202278137207
255,410,0.5,0.4369382858276367
256,410,0.7,0.6012873649597168
257,410,0.9,0.7656042575836182
258,410,1.0,0.8135292530059814
259,420,0.05,0.05232954025268555
260,420,0.1,0.09679746627807617
261,420,0.3,0.28435254096984863
262,420,0.5,0.45638537406921387
263,420,0.7,0.6267478466033936
264,420,0.9,0.801424503326416
265,420,1.0,0.8433325290679932
266,430,0.05,0.05550789833068848
267,430,0.1,0.10162091255187988
268,430,0.3,0.28313732147216797
269,430,0.5,0.47582030296325684
270,430,0.7,0.6546761989593506
271,430,0.9,0.8492634296417236
272,430,1.0,0.890610933303833
273,440,0.05,0.05819392204284668
274,440,0.1,0.11213922500610352
275,440,0.3,0.3097422122955322
276,440,0.5,0.5090343952178955
277,440,0.7,0.6824290752410889
278,440,0.9,0.8761160373687744
279,440,1.0,0.9331142902374268
280,450,0.05,0.06170153617858887
281,450,0.1,0.11256170272827148
282,450,0.3,0.3156557083129883
283,450,0.5,0.5389447212219238
284,450,0.7,0.7192769050598145
285,450,0.9,0.9234836101531982
286,450,1.0,0.9828736782073975
287,460,0.05,0.06417655944824219
288,460,0.1,0.1192317008972168
289,460,0.3,0.33530330657958984
290,460,0.5,0.5512065887451172
291,460,0.7,0.7564945220947266
292,460,0.9,0.9845676422119141
293,460,1.0,1.0305447578430176
294,470,0.05,0.06611847877502441
295,470,0.1,0.12168002128601074
296,470,0.3,0.3534047603607178
297,470,0.5,0.571718692779541
298,470,0.7,0.7891623973846436
299,470,0.9,1.0191733837127686
300,470,1.0,1.0902607440948486
301,480,0.05,0.0705111026763916
302,480,0.1,0.1314077377319336
303,480,0.3,0.3658561706542969
304,480,0.5,0.6002233028411865
305,480,0.7,0.862811803817749
306,480,0.9,1.0584337711334229
307,480,1.0,1.0809226036071777
308,490,0.05,0.06976437568664551
309,490,0.1,0.13270998001098633
310,490,0.3,0.37003207206726074
311,490,0.5,0.608837366104126
312,490,0.7,0.848494291305542
313,490,0.9,1.1030347347259521
314,490,1.0,1.1415157318115234
315,50,0.05,0.0019822120666503906
316,50,0.1,0.0023033618927001953
317,50,0.3,0.004746437072753906
318,50,0.5,0.0069103240966796875
319,50,0.7,0.009919166564941406
320,50,0.9,0.012477874755859375
321,50,1.0,0.01285552978515625
322,60,0.05,0.0020797252655029297
323,60,0.1,0.0027320384979248047
324,60,0.3,0.0066165924072265625
325,60,0.5,0.009969472885131836
326,60,0.7,0.013458013534545898
327,60,0.9,0.017382383346557617
328,60,1.0,0.018584489822387695
329,70,0.05,0.002602100372314453
330,70,0.1,0.0036966800689697266
331,70,0.3,0.00864553451538086
332,70,0.5,0.013957738876342773
333,70,0.7,0.018758058547973633
334,70,0.9,0.02324843406677246
335,70,1.0,0.024404048919677734
336,80,0.05,0.0029463768005371094
337,80,0.1,0.004563093185424805
338,80,0.3,0.01062154769897461
339,80,0.5,0.017960786819458008
340,80,0.7,0.023717164993286133
341,80,0.9,0.030405521392822266
342,80,1.0,0.03215670585632324
343,90,0.05,0.0039136409759521484
344,90,0.1,0.005270719528198242
345,90,0.3,0.013933420181274414
346,90,0.5,0.02207493782043457
347,90,0.7,0.030271291732788086
348,90,0.9,0.03873109817504883
349,90,1.0,0.0410008430480957
350,100,0.05,0.004301309585571289
351,100,0.1,0.006766319274902344
352,100,0.3,0.01705336570739746
353,100,0.5,0.02767634391784668
354,100,0.7,0.03760480880737305
355,100,0.9,0.04756307601928711
356,100,1.0,0.050583839416503906
357,110,0.05,0.00480341911315918
358,110,0.1,0.008308649063110352
359,110,0.3,0.020631074905395508
360,110,0.5,0.03322863578796387
361,110,0.7,0.04492354393005371
362,110,0.9,0.056429147720336914
363,110,1.0,0.060193538665771484
364,120,0.05,0.005689859390258789
365,120,0.1,0.009589672088623047
366,120,0.3,0.024158239364624023
367,120,0.5,0.03865981101989746
368,120,0.7,0.05230116844177246
369,120,0.9,0.06695914268493652
370,120,1.0,0.0705869197845459
371,130,0.05,0.006638526916503906
372,130,0.1,0.010573863983154297
373,130,0.3,0.028202295303344727
374,130,0.5,0.04578542709350586
375,130,0.7,0.06285738945007324
376,130,0.9,0.09103202819824219
377,130,1.0,0.08501815795898438
378,140,0.05,0.007634401321411133
379,140,0.1,0.01239466667175293
380,140,0.3,0.032216548919677734
381,140,0.5,0.05149555206298828
382,140,0.7,0.07147717475891113
383,140,0.9,0.09165310859680176
384,140,1.0,0.0960392951965332
385,150,0.05,0.008507490158081055
386,150,0.1,0.014129638671875
387,150,0.3,0.03793764114379883
388,150,0.5,0.06003856658935547
389,150,0.7,0.08115792274475098
390,150,0.9,0.10240888595581055
391,150,1.0,0.11023926734924316
392,160,0.05,0.009672164916992188
393,160,0.1,0.016001224517822266
394,160,0.3,0.04166436195373535
395,160,0.5,0.06858491897583008
396,160,0.7,0.0937814712524414
397,160,0.9,0.11771750450134277
398,160,1.0,0.12426495552062988
399,170,0.05,0.010361433029174805
400,170,0.1,0.0177459716796875
401,170,0.3,0.04659557342529297
402,170,0.5,0.07634711265563965
403,170,0.7,0.10400199890136719
404,170,0.9,0.13042044639587402
405,170,1.0,0.13989686965942383
406,180,0.05,0.011043548583984375
407,180,0.1,0.019923925399780273
408,180,0.3,0.053202152252197266
409,180,0.5,0.08542561531066895
410,180,0.7,0.11720108985900879
411,180,0.9,0.14792823791503906
412,180,1.0,0.15648341178894043
413,190,0.05,0.012146711349487305
414,190,0.1,0.021635770797729492
415,190,0.3,0.0588078498840332
416,190,0.5,0.09534597396850586
417,190,0.7,0.1297931671142578
418,190,0.9,0.16490769386291504
419,190,1.0,0.17519569396972656
420,200,0.05,0.014352083206176758
421,200,0.1,0.024381399154663086
422,200,0.3,0.06417417526245117
423,200,0.5,0.10792016983032227
424,200,0.7,0.14361786842346191
425,200,0.9,0.18180227279663086
426,200,1.0,0.1920919418334961
427,210,0.05,0.016197681427001953
428,210,0.1,0.027352094650268555
429,210,0.3,0.06985306739807129
430,210,0.5,0.11473774909973145
431,210,0.7,0.15677118301391602
432,210,0.9,0.19986605644226074
433,210,1.0,0.2124168872833252
434,220,0.05,0.015929698944091797
435,220,0.1,0.02844858169555664
436,220,0.3,0.07732176780700684
437,220,0.5,0.12475275993347168
438,220,0.7,0.17073583602905273
439,220,0.9,0.21675729751586914
440,220,1.0,0.2299814224243164
441,230,0.05,0.017743825912475586
442,230,0.1,0.03169870376586914
443,230,0.3,0.08302688598632812
444,230,0.5,0.13454318046569824
445,230,0.7,0.1861283779144287
446,230,0.9,0.23871994018554688
447,230,1.0,0.25487208366394043
448,240,0.05,0.018360376358032227
449,240,0.1,0.03362393379211426
450,240,0.3,0.09031128883361816
451,240,0.5,0.14903688430786133
452,240,0.7,0.20172905921936035
453,240,0.9,0.2578139305114746
454,240,1.0,0.2700645923614502
455,250,0.05,0.020689725875854492
456,250,0.1,0.03650307655334473
457,250,0.3,0.09628963470458984
458,250,0.5,0.1590406894683838
459,250,0.7,0.21577215194702148
460,250,0.9,0.2762284278869629
461,250,1.0,0.2930459976196289
462,260,0.05,0.02157878875732422
463,260,0.1,0.039250850677490234
464,260,0.3,0.10666966438293457
465,260,0.5,0.17104053497314453
466,260,0.7,0.23384761810302734
467,260,0.9,0.29898786544799805
468,260,1.0,0.3164079189300537
469,270,0.05,0.023012638092041016
470,270,0.1,0.04099583625793457
471,270,0.3,0.11251211166381836
472,270,0.5,0.18140769004821777
473,270,0.7,0.2537992000579834
474,270,0.9,0.3261585235595703
475,270,1.0,0.35773563385009766
476,280,0.05,0.02632761001586914
477,280,0.1,0.04648232460021973
478,280,0.3,0.1241602897644043
479,280,0.5,0.19931817054748535
480,280,0.7,0.2755293846130371
481,280,0.9,0.35352277755737305
482,280,1.0,0.36934494972229004
483,290,0.05,0.02721428871154785
484,290,0.1,0.04926919937133789
485,290,0.3,0.1339573860168457
486,290,0.5,0.2160472869873047
487,290,0.7,0.2930464744567871
488,290,0.9,0.37282371520996094
489,290,1.0,0.40845537185668945
490,300,0.05,0.028383493423461914
491,300,0.1,0.05165553092956543
492,300,0.3,0.1420731544494629
493,300,0.5,0.22935199737548828
494,300,0.7,0.3148386478424072
495,300,0.9,0.4008913040161133
496,300,1.0,0.4221317768096924
497,310,0.05,0.030341386795043945
498,310,0.1,0.055388450622558594
499,310,0.3,0.1518230438232422
500,310,0.5,0.24551010131835938
501,310,0.7,0.3349778652191162
502,310,0.9,0.4283449649810791
503,310,1.0,0.4574096202850342
504,320,0.05,0.032993316650390625
505,320,0.1,0.05855965614318848
506,320,0.3,0.16367197036743164
507,320,0.5,0.26398324966430664
508,320,0.7,0.3603401184082031
509,320,0.9,0.5030481815338135
510,320,1.0,0.48513197898864746
511,330,0.05,0.03490495681762695
512,330,0.1,0.06290268898010254
513,330,0.3,0.1723794937133789
514,330,0.5,0.27530884742736816
515,330,0.7,0.3784139156341553
516,330,0.9,0.49618005752563477
517,330,1.0,0.5216047763824463
518,340,0.05,0.03610658645629883
519,340,0.1,0.0676734447479248
520,340,0.3,0.18215179443359375
521,340,0.5,0.2961275577545166
522,340,0.7,0.42044758796691895
523,340,0.9,0.5643126964569092
524,340,1.0,0.5908820629119873
525,350,0.05,0.042466163635253906
526,350,0.1,0.07882285118103027
527,350,0.3,0.20831871032714844
528,350,0.5,0.3421308994293213
529,350,0.7,0.455676794052124
530,350,0.9,0.5420961380004883
531,350,1.0,0.5878417491912842
532,360,0.05,0.03993988037109375
533,360,0.1,0.07543802261352539
534,360,0.3,0.22560954093933105
535,360,0.5,0.3377726078033447
536,360,0.7,0.457319974899292
537,360,0.9,0.5821433067321777
538,360,1.0,0.6158292293548584
539,370,0.05,0.04323697090148926
540,370,0.1,0.07937073707580566
541,370,0.3,0.21704530715942383
542,370,0.5,0.35910797119140625
543,370,0.7,0.48846888542175293
544,370,0.9,0.6233577728271484
545,370,1.0,0.6631035804748535
546,380,0.05,0.044881343841552734
547,380,0.1,0.07986998558044434
548,380,0.3,0.23129653930664062
549,380,0.5,0.37227368354797363
550,380,0.7,0.5176167488098145
551,380,0.9,0.6611227989196777
552,380,1.0,0.7114498615264893
553,390,0.05,0.04759860038757324
554,390,0.1,0.0882718563079834
555,390,0.3,0.24689626693725586
556,390,0.5,0.3995077610015869
557,390,0.7,0.5677998065948486
558,390,0.9,0.7094764709472656
559,390,1.0,0.7519309520721436
560,400,0.05,0.050881385803222656
561,400,0.1,0.09392786026000977
562,400,0.3,0.2617197036743164
563,400,0.5,0.43234825134277344
564,400,0.7,0.5602200031280518
565,400,0.9,0.723686695098877
566,400,1.0,0.7712645530700684
567,410,0.05,0.0509486198425293
568,410,0.1,0.09215545654296875
569,410,0.3,0.26177191734313965
570,410,0.5,0.42684507369995117
571,410,0.7,0.5838203430175781
572,410,0.9,0.7484729290008545
573,410,1.0,0.7935543060302734
574,420,0.05,0.05287313461303711
575,420,0.1,0.09773921966552734
576,420,0.3,0.27529048919677734
577,420,0.5,0.45198607444763184
578,420,0.7,0.61026930809021
579,420,0.9,0.7978496551513672
580,420,1.0,0.8464508056640625
581,430,0.05,0.05585050582885742
582,430,0.1,0.10455131530761719
583,430,0.3,0.301316499710083
584,430,0.5,0.4835631847381592
585,430,0.7,0.6729786396026611
586,430,0.9,0.8623099327087402
587,430,1.0,0.9040615558624268
588,440,0.05,0.2914433479309082
589,440,0.1,0.11258864402770996
590,440,0.3,0.3126490116119385
591,440,0.5,0.5116658210754395
592,440,0.7,0.700812578201294
593,440,0.9,0.8915548324584961
594,440,1.0,0.9522113800048828
595,450,0.05,0.0630640983581543
596,450,0.1,0.11549925804138184
597,450,0.3,0.32563185691833496
598,450,0.5,0.530827522277832
599,450,0.7,0.7232646942138672
600,450,0.9,0.9455046653747559
601,450,1.0,0.9972455501556396
602,460,0.05,0.06382083892822266
603,460,0.1,0.12169909477233887
604,460,0.3,0.33672022819519043
605,460,0.5,0.5597438812255859
606,460,0.7,0.7772297859191895
607,460,0.9,0.958930253982544
608,460,1.0,1.012608528137207
609,470,0.05,0.06543993949890137
610,470,0.1,0.1224660873413086
611,470,0.3,0.34711718559265137
612,470,0.5,0.5645689964294434
613,470,0.7,0.7783114910125732
614,470,0.9,1.0046896934509277
615,470,1.0,1.08241868019104
616,480,0.05,0.06748127937316895
617,480,0.1,0.12825655937194824
618,480,0.3,0.36239147186279297
619,480,0.5,0.6062750816345215
620,480,0.7,0.8229954242706299
621,480,0.9,1.1107409000396729
622,480,1.0,1.1028664112091064
623,490,0.05,0.07108211517333984
624,490,0.1,0.13719701766967773
625,490,0.3,0.38252973556518555
626,490,0.5,0.6189365386962891
627,490,0.7,0.8978750705718994
628,490,0.9,1.177858829498291
629,490,1.0,1.166304111480713
630,50,0.05,0.0019440650939941406
631,50,0.1,0.002498626708984375
632,50,0.3,0.005306243896484375
633,50,0.5,0.0072154998779296875
634,50,0.7,0.010210990905761719
635,50,0.9,0.012736320495605469
636,50,1.0,0.013283252716064453
637,60,0.05,0.0023119449615478516
638,60,0.1,0.0026874542236328125
639,60,0.3,0.006938457489013672
640,60,0.5,0.010658502578735352
641,60,0.7,0.014391899108886719
642,60,0.9,0.01861572265625
643,60,1.0,0.019089698791503906
644,70,0.05,0.0026412010192871094
645,70,0.1,0.0037415027618408203
646,70,0.3,0.009501218795776367
647,70,0.5,0.014652013778686523
648,70,0.7,0.0195620059967041
649,70,0.9,0.024043798446655273
650,70,1.0,0.02611374855041504
651,80,0.05,0.002966642379760742
652,80,0.1,0.004709005355834961
653,80,0.3,0.011321067810058594
654,80,0.5,0.018660783767700195
655,80,0.7,0.025117874145507812
656,80,0.9,0.031072139739990234
657,80,1.0,0.03391289710998535
658,90,0.05,0.003958940505981445
659,90,0.1,0.005383491516113281
660,90,0.3,0.014597177505493164
661,90,0.5,0.023190736770629883
662,90,0.7,0.03166055679321289
663,90,0.9,0.03804659843444824
664,90,1.0,0.04082345962524414
665,100,0.05,0.004191398620605469
666,100,0.1,0.007061958312988281
667,100,0.3,0.017393112182617188
668,100,0.5,0.027243375778198242
669,100,0.7,0.03688454627990723
670,100,0.9,0.04791855812072754
671,100,1.0,0.05074048042297363
672,110,0.05,0.004769325256347656
673,110,0.1,0.00802922248840332
674,110,0.3,0.021353721618652344
675,110,0.5,0.0332949161529541
676,110,0.7,0.04515886306762695
677,110,0.9,0.05737471580505371
678,110,1.0,0.06020832061767578
679,120,0.05,0.005675554275512695
680,120,0.1,0.009526252746582031
681,120,0.3,0.023781776428222656
682,120,0.5,0.03847789764404297
683,120,0.7,0.05296134948730469
684,120,0.9,0.06753301620483398
685,120,1.0,0.07246828079223633
686,130,0.05,0.006642580032348633
687,130,0.1,0.01041722297668457
688,130,0.3,0.02918696403503418
689,130,0.5,0.04559206962585449
690,130,0.7,0.0648953914642334
691,130,0.9,0.0791025161743164
692,130,1.0,0.08307361602783203
693,140,0.05,0.007430076599121094
694,140,0.1,0.012477397918701172
695,140,0.3,0.03153705596923828
696,140,0.5,0.051750898361206055
697,140,0.7,0.07139754295349121
698,140,0.9,0.09072089195251465
699,140,1.0,0.09588122367858887
700,150,0.05,0.008451461791992188
701,150,0.1,0.014136552810668945
702,150,0.3,0.037908077239990234
703,150,0.5,0.06023550033569336
704,150,0.7,0.08211326599121094
705,150,0.9,0.10573649406433105
706,150,1.0,0.11160039901733398
707,160,0.05,0.010232210159301758
708,160,0.1,0.016354799270629883
709,160,0.3,0.042778730392456055
710,160,0.5,0.07103586196899414
711,160,0.7,0.09882235527038574
712,160,0.9,0.1223304271697998
713,160,1.0,0.12881755828857422
714,170,0.05,0.010892152786254883
715,170,0.1,0.01810908317565918
716,170,0.3,0.04901933670043945
717,170,0.5,0.07777953147888184
718,170,0.7,0.10520744323730469
719,170,0.9,0.13269996643066406
720,170,1.0,0.14894890785217285
721,180,0.05,0.011834144592285156
722,180,0.1,0.02091217041015625
723,180,0.3,0.05670738220214844
724,180,0.5,0.0920569896697998
725,180,0.7,0.12157726287841797
726,180,0.9,0.152970552444458
727,180,1.0,0.1567995548248291
728,190,0.05,0.012314796447753906
729,190,0.1,0.021291017532348633
730,190,0.3,0.058528900146484375
731,190,0.5,0.0934295654296875
732,190,0.7,0.12827825546264648
733,190,0.9,0.1632232666015625
734,190,1.0,0.17305898666381836
735,200,0.05,0.014101743698120117
736,200,0.1,0.023821353912353516
737,200,0.3,0.06386637687683105
738,200,0.5,0.10343241691589355
739,200,0.7,0.14212441444396973
740,200,0.9,0.18380236625671387
741,200,1.0,0.1926894187927246
742,210,0.05,0.015072822570800781
743,210,0.1,0.02636241912841797
744,210,0.3,0.0702660083770752
745,210,0.5,0.11432194709777832
746,210,0.7,0.15546560287475586
747,210,0.9,0.19635796546936035
748,210,1.0,0.20761585235595703
749,220,0.05,0.01584792137145996
750,220,0.1,0.027907133102416992
751,220,0.3,0.07571959495544434
752,220,0.5,0.12358593940734863
753,220,0.7,0.169447660446167
754,220,0.9,0.21651268005371094
755,220,1.0,0.23022794723510742
756,230,0.05,0.01634812355041504
757,230,0.1,0.030711889266967773
758,230,0.3,0.08347940444946289
759,230,0.5,0.13634109497070312
760,230,0.7,0.1886277198791504
761,230,0.9,0.23967814445495605
762,230,1.0,0.25190091133117676
763,240,0.05,0.018386363983154297
764,240,0.1,0.033321380615234375
765,240,0.3,0.09233427047729492
766,240,0.5,0.15014076232910156
767,240,0.7,0.20495390892028809
768,240,0.9,0.2569904327392578
769,240,1.0,0.2721526622772217
770,250,0.05,0.02064061164855957
771,250,0.1,0.036626577377319336
772,250,0.3,0.09860062599182129
773,250,0.5,0.16475677490234375
774,250,0.7,0.22544169425964355
775,250,0.9,0.2867434024810791
776,250,1.0,0.29816198348999023
777,260,0.05,0.021219253540039062
778,260,0.1,0.03953742980957031
779,260,0.3,0.1058051586151123
780,260,0.5,0.1708240509033203
781,260,0.7,0.2385704517364502
782,260,0.9,0.3091137409210205
783,260,1.0,0.3429684638977051
784,270,0.05,0.024579524993896484
785,270,0.1,0.04660320281982422
786,270,0.3,0.12327075004577637
787,270,0.5,0.208082914352417
788,270,0.7,0.26630544662475586
789,270,0.9,0.3550395965576172
790,270,1.0,0.3844306468963623
791,280,0.05,0.02686762809753418
792,280,0.1,0.04876065254211426
793,280,0.3,0.13263440132141113
794,280,0.5,0.20870757102966309
795,280,0.7,0.2828710079193115
796,280,0.9,0.36757469177246094
797,280,1.0,0.3793456554412842
798,290,0.05,0.028418302536010742
799,290,0.1,0.051369428634643555
800,290,0.3,0.14441227912902832
801,290,0.5,0.22568345069885254
802,290,0.7,0.31203484535217285
803,290,0.9,0.38376641273498535
804,290,1.0,0.4089207649230957
805,300,0.05,0.028183698654174805
806,300,0.1,0.05443239212036133
807,300,0.3,0.14814138412475586
808,300,0.5,0.23924469947814941
809,300,0.7,0.3364994525909424
810,300,0.9,0.4406321048736572
811,300,1.0,0.481945276260376
812,310,0.05,0.031503915786743164
813,310,0.1,0.057903289794921875
814,310,0.3,0.1582317352294922
815,310,0.5,0.26337480545043945
816,310,0.7,0.3570718765258789
817,310,0.9,0.4915883541107178
818,310,1.0,0.4841122627258301
819,320,0.05,0.03456830978393555
820,320,0.1,0.06364965438842773
821,320,0.3,0.1752181053161621
822,320,0.5,0.2867600917816162
823,320,0.7,0.3803880214691162
824,320,0.9,0.48285722732543945
825,320,1.0,0.5349082946777344
826,330,0.05,0.03698563575744629
827,330,0.1,0.06572461128234863
828,330,0.3,0.17726635932922363
829,330,0.5,0.31912660598754883
830,330,0.7,0.4362070560455322
831,330,0.9,0.5471971035003662
832,330,1.0,0.515897274017334
833,340,0.05,0.035681962966918945
834,340,0.1,0.06552243232727051
835,340,0.3,0.18546128273010254
836,340,0.5,0.30419921875
837,340,0.7,0.45180678367614746
838,340,0.9,0.5190408229827881
839,340,1.0,0.5604798793792725
840,350,0.05,0.04016709327697754
841,350,0.1,0.07158231735229492
842,350,0.3,0.1952226161956787
843,350,0.5,0.32558560371398926
844,350,0.7,0.44110774993896484
845,350,0.9,0.5728063583374023
846,350,1.0,0.5889899730682373
847,360,0.05,0.04042363166809082
848,360,0.1,0.07547426223754883
849,360,0.3,0.21090078353881836
850,360,0.5,0.3341500759124756
851,360,0.7,0.47957563400268555
852,360,0.9,0.5947661399841309
853,360,1.0,0.6418776512145996
854,370,0.05,0.04239177703857422
855,370,0.1,0.0822749137878418
856,370,0.3,0.22419428825378418
857,370,0.5,0.3556637763977051
858,370,0.7,0.4846322536468506
859,370,0.9,0.6260502338409424
860,370,1.0,0.6665000915527344
861,380,0.05,0.044722557067871094
862,380,0.1,0.08089137077331543
863,380,0.3,0.2293682098388672
864,380,0.5,0.3738076686859131
865,380,0.7,0.5188021659851074
866,380,0.9,0.6918883323669434
867,380,1.0,0.6869716644287109
868,390,0.05,0.04769134521484375
869,390,0.1,0.08745384216308594
870,390,0.3,0.24636244773864746
871,390,0.5,0.4059624671936035
872,390,0.7,0.5507631301879883
873,390,0.9,0.7033960819244385
874,390,1.0,0.7758769989013672
875,400,0.05,0.052408695220947266
876,400,0.1,0.0922541618347168
877,400,0.3,0.2687380313873291
878,400,0.5,0.4420316219329834
879,400,0.7,0.6068780422210693
880,400,0.9,0.7185115814208984
881,400,1.0,0.7884383201599121
882,410,0.05,0.050516366958618164
883,410,0.1,0.10313177108764648
884,410,0.3,0.26708555221557617
885,410,0.5,0.4508514404296875
886,410,0.7,0.6036648750305176
887,410,0.9,0.7952594757080078
888,410,1.0,0.8149087429046631
889,420,0.05,0.05519223213195801
890,420,0.1,0.1018221378326416
891,420,0.3,0.29186105728149414
892,420,0.5,0.46064257621765137
893,420,0.7,0.661022424697876
894,420,0.9,0.8579282760620117
895,420,1.0,0.8662409782409668
896,430,0.05,0.05647587776184082
897,430,0.1,0.10339760780334473
898,430,0.3,0.2890615463256836
899,430,0.5,0.4740474224090576
900,430,0.7,0.650155782699585
901,430,0.9,0.9137732982635498
902,430,1.0,0.9252946376800537
903,440,0.05,0.057265281677246094
904,440,0.1,0.10829329490661621
905,440,0.3,0.3172152042388916
906,440,0.5,0.5240335464477539
907,440,0.7,0.6857254505157471
908,440,0.9,0.8817801475524902
909,440,1.0,0.980750322341919
910,450,0.05,0.06436729431152344
911,450,0.1,0.11446213722229004
912,450,0.3,0.3276181221008301
913,450,0.5,0.5420606136322021
914,450,0.7,0.7650730609893799
915,450,0.9,0.9467010498046875
916,450,1.0,0.994765043258667
917,460,0.05,0.06538224220275879
918,460,0.1,0.12285375595092773
919,460,0.3,0.3441352844238281
920,460,0.5,0.5615994930267334
921,460,0.7,0.8066434860229492
922,460,0.9,0.9936833381652832
923,460,1.0,1.0421044826507568
924,470,0.05,0.06642484664916992
925,470,0.1,0.12457561492919922
926,470,0.3,0.3532078266143799
927,470,0.5,0.5733621120452881
928,470,0.7,0.7812798023223877
929,470,0.9,1.0208137035369873
930,470,1.0,1.0556576251983643
931,480,0.05,0.06741857528686523
932,480,0.1,0.12599992752075195
933,480,0.3,0.3541274070739746
934,480,0.5,0.6035192012786865
935,480,0.7,0.845240592956543
936,480,0.9,1.0928733348846436
937,480,1.0,1.1464416980743408
938,490,0.05,0.07497501373291016
939,490,0.1,0.14071035385131836
940,490,0.3,0.39156460762023926
941,490,0.5,0.6245937347412109
942,490,0.7,0.8602635860443115
943,490,0.9,1.1002578735351562
944,490,1.0,1.1582486629486084
945,50,0.05,0.001874685287475586
946,50,0.1,0.0021097660064697266
947,50,0.3,0.005263566970825195
948,50,0.5,0.00718998908996582
949,50,0.7,0.009891510009765625
950,50,0.9,0.012533903121948242
951,50,1.0,0.013234615325927734
952,60,0.05,0.0022249221801757812
953,60,0.1,0.0028867721557617188
954,60,0.3,0.006911277770996094
955,60,0.5,0.010404348373413086
956,60,0.7,0.014529705047607422
957,60,0.9,0.018250703811645508
958,60,1.0,0.019631624221801758
959,70,0.05,0.0027289390563964844
960,70,0.1,0.003930807113647461
961,70,0.3,0.009612560272216797
962,70,0.5,0.014224767684936523
963,70,0.7,0.020345687866210938
964,70,0.9,0.024639129638671875
965,70,1.0,0.026064157485961914
966,80,0.05,0.0034656524658203125
967,80,0.1,0.005036115646362305
968,80,0.3,0.011198759078979492
969,80,0.5,0.019046306610107422
970,80,0.7,0.025315284729003906
971,80,0.9,0.03209567070007324
972,80,1.0,0.03380084037780762
973,90,0.05,0.0038237571716308594
974,90,0.1,0.0056188106536865234
975,90,0.3,0.014899969100952148
976,90,0.5,0.02356743812561035
977,90,0.7,0.03173542022705078
978,90,0.9,0.04008007049560547
979,90,1.0,0.04483652114868164
980,100,0.05,0.004543781280517578
