,N,C,time
178,400,7,0.01963186264038086
179,400,9,0.02326798439025879
180,410,1,0.011298179626464844
181,410,3,0.012011528015136719
182,410,5,0.015903711318969727
183,410,7,0.020010948181152344
184,410,9,0.023893356323242188
185,420,1,0.011680126190185547
186,420,3,0.013159513473510742
187,420,5,0.016640424728393555
188,420,7,0.02142953872680664
189,420,9,0.026214122772216797
190,430,1,0.01190328598022461
191,430,3,0.012679576873779297
192,430,5,0.016897201538085938
193,430,7,0.021402835845947266
194,430,9,0.025715112686157227
195,440,1,0.012228727340698242
196,440,3,0.013062238693237305
197,440,5,0.01695990562438965
198,440,7,0.021971702575683594
199,440,9,0.026911258697509766
200,450,1,0.012437582015991211
201,450,3,0.013462543487548828
202,450,5,0.017357826232910156
203,450,7,0.022406816482543945
204,450,9,0.026401042938232422
205,460,1,0.012782812118530273
206,460,3,0.013686895370483398
207,460,5,0.017577409744262695
208,460,7,0.022684812545776367
209,460,9,0.026508331298828125
210,470,1,0.012973546981811523
211,470,3,0.013954401016235352
212,470,5,0.018024444580078125
213,470,7,0.022993087768554688
214,470,9,0.026998281478881836
215,480,1,0.013335704803466797
216,480,3,0.014368772506713867
217,480,5,0.01857280731201172
218,480,7,0.023621559143066406
219,480,9,0.027746200561523438
220,490,1,0.013486146926879883
221,490,3,0.01442408561706543
222,490,5,0.0185544490814209
223,490,7,0.024169206619262695
224,490,9,0.028493881225585938
225,500,1,0.013700008392333984
226,500,3,0.014836788177490234
227,500,5,0.019032001495361328
228,500,7,0.024994850158691406
229,500,9,0.029235124588012695
230,510,1,0.013894081115722656
231,510,3,0.015110254287719727
232,510,5,0.019392013549804688
233,510,7,0.025396347045898438
234,510,9,0.029434680938720703
235,520,1,0.014070749282836914
236,520,3,0.015416622161865234
237,520,5,0.019563913345336914
238,520,7,0.026280879974365234
239,520,9,0.029865026473999023
240,530,1,0.014606714248657227
241,530,3,0.015764951705932617
242,530,5,0.02015829086303711
243,530,7,0.02624654769897461
244,530,9,0.03082871437072754
245,540,1,0.014641523361206055
246,540,3,0.0160369873046875
247,540,5,0.02054309844970703
248,540,7,0.028370141983032227
249,540,9,0.03166532516479492
250,550,1,0.014979124069213867
251,550,3,0.01633143424987793
252,550,5,0.021129131317138672
253,550,7,0.026963472366333008
254,550,9,0.0322568416595459
255,560,1,0.01538395881652832
256,560,3,0.016595125198364258
257,560,5,0.02136707305908203
258,560,7,0.0271759033203125
259,560,9,0.03241872787475586
260,570,1,0.015318155288696289
261,570,3,0.016930341720581055
262,570,5,0.02147078514099121
263,570,7,0.0278472900390625
264,570,9,0.03325772285461426
265,580,1,0.015825748443603516
266,580,3,0.017258167266845703
267,580,5,0.022177696228027344
268,580,7,0.02847599983215332
269,580,9,0.03390836715698242
270,590,1,0.01613593101501465
271,590,3,0.017494678497314453
272,590,5,0.022389888763427734
273,590,7,0.029096603393554688
274,590,9,0.03436851501464844
275,600,1,0.016309022903442383
276,600,3,0.017864465713500977
277,600,5,0.022898197174072266
278,600,7,0.029430150985717773
279,600,9,0.03518176078796387
280,610,1,0.016663789749145508
281,610,3,0.0184633731842041
282,610,5,0.023752212524414062
283,610,7,0.031075000762939453
284,610,9,0.03574252128601074
285,620,1,0.016794919967651367
286,620,3,0.018663883209228516
287,620,5,0.023522138595581055
288,620,7,0.031365394592285156
289,620,9,0.03582882881164551
290,630,1,0.017343759536743164
291,630,3,0.019070148468017578
292,630,5,0.02397298812866211
293,630,7,0.030916452407836914
294,630,9,0.03707408905029297
295,640,1,0.01738739013671875
296,640,3,0.019008398056030273
297,640,5,0.024249792098999023
298,640,7,0.03133749961853027
299,640,9,0.03753066062927246
300,650,1,0.017573118209838867
301,650,3,0.019214868545532227
302,650,5,0.024619579315185547
303,650,7,0.03204464912414551
304,650,9,0.038233280181884766
305,660,1,0.01803278923034668
306,660,3,0.019321441650390625
307,660,5,0.024982929229736328
308,660,7,0.03356528282165527
309,660,9,0.039746761322021484
310,670,1,0.018203258514404297
311,670,3,0.019842147827148438
312,670,5,0.02552008628845215
313,670,7,0.03312540054321289
314,670,9,0.03985905647277832
315,680,1,0.018556594848632812
316,680,3,0.02025771141052246
317,680,5,0.025796890258789062
318,680,7,0.03358626365661621
319,680,9,0.04035043716430664
320,690,1,0.018854618072509766
321,690,3,0.020534515380859375
322,690,5,0.026709794998168945
323,690,7,0.03376460075378418
324,690,9,0.04076385498046875
325,700,1,0.019054889678955078
326,700,3,0.0209348201751709
327,700,5,0.02741217613220215
328,700,7,0.035942792892456055
329,700,9,0.04117250442504883
330,710,1,0.01924419403076172
331,710,3,0.021214962005615234
332,710,5,0.02741694450378418
333,710,7,0.03515744209289551
334,710,9,0.04203319549560547
335,720,1,0.0195462703704834
336,720,3,0.021413087844848633
337,720,5,0.027547121047973633
338,720,7,0.03486967086791992
339,720,9,0.042620182037353516
340,730,1,0.0199277400970459
341,730,3,0.022083759307861328
342,730,5,0.028061389923095703
343,730,7,0.03598356246948242
344,730,9,0.04302358627319336
345,740,1,0.020175695419311523
346,740,3,0.02197861671447754
347,740,5,0.027916908264160156
348,740,7,0.03672051429748535
349,740,9,0.04349470138549805
350,750,1,0.020709753036499023
351,750,3,0.02222442626953125
352,750,5,0.028245925903320312
353,750,7,0.03693556785583496
354,750,9,0.04430556297302246
355,760,1,0.020878076553344727
356,760,3,0.024096012115478516
357,760,5,0.02910017967224121
358,760,7,0.03710603713989258
359,760,9,0.044870853424072266
360,770,1,0.021071672439575195
361,770,3,0.023250341415405273
362,770,5,0.029258012771606445
363,770,7,0.03813457489013672
364,770,9,0.045737266540527344
365,780,1,0.021442890167236328
366,780,3,0.023337125778198242
367,780,5,0.029871463775634766
368,780,7,0.038097381591796875
369,780,9,0.046234130859375
370,790,1,0.021499156951904297
371,790,3,0.023299455642700195
372,790,5,0.03008580207824707
373,790,7,0.039044857025146484
374,790,9,0.04681825637817383
375,800,1,0.021892309188842773
376,800,3,0.023778200149536133
377,800,5,0.030631303787231445
378,800,7,0.03937864303588867
379,800,9,0.04790234565734863
380,810,1,0.022201061248779297
381,810,3,0.024254560470581055
382,810,5,0.030803918838500977
383,810,7,0.03974723815917969
384,810,9,0.047945261001586914
385,820,1,0.022602319717407227
386,820,3,0.02456045150756836
387,820,5,0.031311988830566406
388,820,7,0.0406191349029541
389,820,9,0.04893803596496582
390,830,1,0.022914648056030273
391,830,3,0.025146007537841797
392,830,5,0.033721923828125
393,830,7,0.040763139724731445
394,830,9,0.04932904243469238
395,840,1,0.023041725158691406
396,840,3,0.024920225143432617
397,840,5,0.03264188766479492
398,840,7,0.04221677780151367
399,840,9,0.04979658126831055
400,850,1,0.023069381713867188
401,850,3,0.025343894958496094
402,850,5,0.032147884368896484
403,850,7,0.041735172271728516
404,850,9,0.050383567810058594
405,860,1,0.02365708351135254
406,860,3,0.025641202926635742
407,860,5,0.03298044204711914
408,860,7,0.042572736740112305
409,860,9,0.05128884315490723
410,870,1,0.024140119552612305
411,870,3,0.029992341995239258
412,870,5,0.033733367919921875
413,870,7,0.043518781661987305
414,870,9,0.05105423927307129
415,880,1,0.024013996124267578
416,880,3,0.026336193084716797
417,880,5,0.03374648094177246
418,880,7,0.044400930404663086
419,880,9,0.05200338363647461
420,890,1,0.024915695190429688
421,890,3,0.026575565338134766
422,890,5,0.03407454490661621
423,890,7,0.04465150833129883
424,890,9,0.05356574058532715
425,900,1,0.02491021156311035
426,900,3,0.027093887329101562
427,900,5,0.03456711769104004
428,900,7,0.04489731788635254
429,900,9,0.054305076599121094
430,910,1,0.024886131286621094
431,910,3,0.027173757553100586
432,910,5,0.03448915481567383
433,910,7,0.04559469223022461
434,910,9,0.055052757263183594
435,920,1,0.025463342666625977
436,920,3,0.02847886085510254
437,920,5,0.03547096252441406
438,920,7,0.04640769958496094
439,920,9,0.05588173866271973
440,930,1,0.025635719299316406
441,930,3,0.02872323989868164
442,930,5,0.036826133728027344
443,930,7,0.046647071838378906
444,930,9,0.056391000747680664
445,940,1,0.025897979736328125
446,940,3,0.02905869483947754
447,940,5,0.03689312934875488
448,940,7,0.04683542251586914
449,940,9,0.05712699890136719
450,950,1,0.02602386474609375
451,950,3,0.028570175170898438
452,950,5,0.036969661712646484
453,950,7,0.047603607177734375
454,950,9,0.057175636291503906
455,960,1,0.02634429931640625
456,960,3,0.028847217559814453
457,960,5,0.03693246841430664
458,960,7,0.047914981842041016
459,960,9,0.05808854103088379
460,970,1,0.026560068130493164
461,970,3,0.029532909393310547
462,970,5,0.03754067420959473
463,970,7,0.04842567443847656
464,970,9,0.05850362777709961
465,980,1,0.027530431747436523
466,980,3,0.029972076416015625
467,980,5,0.03804159164428711
468,980,7,0.049024343490600586
469,980,9,0.05925393104553223
470,990,1,0.027027368545532227
471,990,3,0.02993011474609375
472,990,5,0.03878951072692871
473,990,7,0.050061941146850586
474,990,9,0.05986499786376953
475,50,1,0.0018129348754882812
476,50,3,0.001728057861328125
477,50,5,0.0020656585693359375
478,50,7,0.0025250911712646484
479,50,9,0.0029859542846679688
480,60,1,0.0018546581268310547
481,60,3,0.0019712448120117188
482,60,5,0.002450704574584961
483,60,7,0.0030388832092285156
484,60,9,0.0034193992614746094
485,70,1,0.002172708511352539
486,70,3,0.0023381710052490234
487,70,5,0.0028409957885742188
488,70,7,0.0035753250122070312
489,70,9,0.003961324691772461
490,80,1,0.002401590347290039
491,80,3,0.002630949020385742
492,80,5,0.0032122135162353516
493,80,7,0.003926753997802734
494,80,9,0.004620075225830078
495,90,1,0.002668619155883789
496,90,3,0.0029506683349609375
497,90,5,0.003609895706176758
498,90,7,0.004522562026977539
499,90,9,0.0051152706146240234
500,100,1,0.0029625892639160156
501,100,3,0.0032515525817871094
502,100,5,0.003999233245849609
503,100,7,0.005086660385131836
504,100,9,0.0057065486907958984
505,110,1,0.0031926631927490234
506,110,3,0.0035359859466552734
507,110,5,0.004320859909057617
508,110,7,0.005669116973876953
509,110,9,0.006303071975708008
510,120,1,0.00344085693359375
511,120,3,0.003805875778198242
512,120,5,0.004664182662963867
513,120,7,0.006108283996582031
514,120,9,0.006990671157836914
515,130,1,0.0037653446197509766
516,130,3,0.0040874481201171875
517,130,5,0.0050318241119384766
518,130,7,0.0065615177154541016
519,130,9,0.007303714752197266
520,140,1,0.0040013790130615234
521,140,3,0.004367351531982422
522,140,5,0.005382537841796875
523,140,7,0.007112979888916016
524,140,9,0.007951498031616211
525,150,1,0.004271030426025391
526,150,3,0.004551887512207031
527,150,5,0.0057103633880615234
528,150,7,0.007550716400146484
529,150,9,0.008481740951538086
530,160,1,0.00451350212097168
531,160,3,0.004857301712036133
532,160,5,0.006130695343017578
533,160,7,0.008045434951782227
534,160,9,0.008922815322875977
535,170,1,0.004818916320800781
536,170,3,0.005128383636474609
537,170,5,0.006567239761352539
538,170,7,0.008536100387573242
539,170,9,0.009520292282104492
540,180,1,0.0051212310791015625
541,180,3,0.0053827762603759766
542,180,5,0.006930351257324219
543,180,7,0.009045600891113281
544,180,9,0.010033607482910156
545,190,1,0.005327463150024414
546,190,3,0.005711555480957031
547,190,5,0.007323026657104492
548,190,7,0.009398460388183594
549,190,9,0.010653972625732422
550,200,1,0.005616188049316406
551,200,3,0.0060427188873291016
552,200,5,0.007629871368408203
553,200,7,0.009897470474243164
554,200,9,0.011212825775146484
555,210,1,0.005890607833862305
556,210,3,0.0063021183013916016
557,210,5,0.008026361465454102
558,210,7,0.010412216186523438
559,210,9,0.011873006820678711
560,220,1,0.0062181949615478516
561,220,3,0.006551504135131836
562,220,5,0.008371591567993164
563,220,7,0.010789871215820312
564,220,9,0.012411355972290039
565,230,1,0.006420135498046875
566,230,3,0.006888866424560547
567,230,5,0.008708715438842773
568,230,7,0.011182785034179688
569,230,9,0.012984991073608398
570,240,1,0.006673574447631836
571,240,3,0.0071086883544921875
572,240,5,0.009130716323852539
573,240,7,0.011646270751953125
574,240,9,0.01360774040222168
575,250,1,0.0069658756256103516
576,250,3,0.007471799850463867
577,250,5,0.009441852569580078
578,250,7,0.012286186218261719
579,250,9,0.014564752578735352
580,260,1,0.0072917938232421875
581,260,3,0.007848978042602539
582,260,5,0.009839057922363281
583,260,7,0.012676000595092773
584,260,9,0.014881134033203125
585,270,1,0.007494449615478516
586,270,3,0.00811004638671875
587,270,5,0.010200023651123047
588,270,7,0.013153791427612305
589,270,9,0.015376567840576172
590,280,1,0.007680654525756836
591,280,3,0.00835418701171875
592,280,5,0.010642051696777344
593,280,7,0.013602495193481445
594,280,9,0.016163349151611328
595,290,1,0.008015155792236328
596,290,3,0.008709907531738281
597,290,5,0.011043071746826172
598,290,7,0.014449834823608398
