,filename,nodes,n,c,time
157,gnp_uniform_mpg_25_1_7.edgelist.gz,25,25,1,0.04895168502116576
158,gnp_uniform_mpg_25_1_8.edgelist.gz,25,25,1,0.05387805899954401
159,gnp_uniform_mpg_25_1_9.edgelist.gz,25,25,1,0.04615183098940179
160,gnp_uniform_mpg_25_3_0.edgelist.gz,25,25,3,0.14740470598917454
161,gnp_uniform_mpg_25_3_1.edgelist.gz,25,25,3,0.054009360988857225
162,gnp_uniform_mpg_25_3_2.edgelist.gz,25,25,3,0.025295497005572543
163,gnp_uniform_mpg_25_3_3.edgelist.gz,25,25,3,0.11778270002105273
164,gnp_uniform_mpg_25_3_4.edgelist.gz,25,25,3,0.19286874300451018
165,gnp_uniform_mpg_25_3_5.edgelist.gz,25,25,3,0.13975006400141865
166,gnp_uniform_mpg_25_3_6.edgelist.gz,25,25,3,0.011204031005036086
167,gnp_uniform_mpg_25_3_7.edgelist.gz,25,25,3,0.15332442801445723
168,gnp_uniform_mpg_25_3_8.edgelist.gz,25,25,3,0.16197158000431955
169,gnp_uniform_mpg_25_3_9.edgelist.gz,25,25,3,0.01262012601364404
170,gnp_uniform_mpg_25_5_0.edgelist.gz,25,25,5,0.014739730017026886
171,gnp_uniform_mpg_25_5_1.edgelist.gz,25,25,5,0.3578859480039682
172,gnp_uniform_mpg_25_5_2.edgelist.gz,25,25,5,0.016128588002175093
173,gnp_uniform_mpg_25_5_3.edgelist.gz,25,25,5,0.5124304280034266
174,gnp_uniform_mpg_25_5_4.edgelist.gz,25,25,5,0.015723999007605016
175,gnp_uniform_mpg_25_5_5.edgelist.gz,25,25,5,0.15623134901397862
176,gnp_uniform_mpg_25_5_6.edgelist.gz,25,25,5,0.016909619997022673
177,gnp_uniform_mpg_25_5_7.edgelist.gz,25,25,5,0.017823350004618987
178,gnp_uniform_mpg_25_5_8.edgelist.gz,25,25,5,0.015323671017540619
179,gnp_uniform_mpg_25_5_9.edgelist.gz,25,25,5,0.020201574021484703
