,filename,nodes,n,c,time
337,gnp_uniform_mpg_64_7_7.edgelist.gz,64,64,7,0.0636877140004799
338,gnp_uniform_mpg_64_7_8.edgelist.gz,64,64,7,0.06274290699911944
339,gnp_uniform_mpg_64_7_9.edgelist.gz,64,64,7,0.07038929900045332
340,gnp_uniform_mpg_64_9_0.edgelist.gz,64,64,9,0.17166880999866407
341,gnp_uniform_mpg_64_9_1.edgelist.gz,64,64,9,0.07507646100020793
342,gnp_uniform_mpg_64_9_2.edgelist.gz,64,64,9,0.07646008000119764
343,gnp_uniform_mpg_64_9_3.edgelist.gz,64,64,9,0.17275581400099327
344,gnp_uniform_mpg_64_9_4.edgelist.gz,64,64,9,0.07536120300028415
345,gnp_uniform_mpg_64_9_5.edgelist.gz,64,64,9,0.07723789800002123
346,gnp_uniform_mpg_64_9_6.edgelist.gz,64,64,9,0.07144690000131959
347,gnp_uniform_mpg_64_9_7.edgelist.gz,64,64,9,0.16889011999955983
348,gnp_uniform_mpg_64_9_8.edgelist.gz,64,64,9,0.07611394699961238
349,gnp_uniform_mpg_64_9_9.edgelist.gz,64,64,9,0.0875436919995991
350,gnp_uniform_mpg_81_1_0.edgelist.gz,81,81,1,0.11496427900056005
351,gnp_uniform_mpg_81_1_1.edgelist.gz,81,81,1,0.6774913040007959
