,filename,nodes,n,c,time
352,gnp_uniform_mpg_81_1_2.edgelist.gz,81,81,1,0.26313434899930144
353,gnp_uniform_mpg_81_1_3.edgelist.gz,81,81,1,0.039762941998560564
354,gnp_uniform_mpg_81_1_4.edgelist.gz,81,81,1,0.2631434970007831
355,gnp_uniform_mpg_81_1_5.edgelist.gz,81,81,1,0.49306262800018885
356,gnp_uniform_mpg_81_1_6.edgelist.gz,81,81,1,0.5367201799999748
357,gnp_uniform_mpg_81_1_7.edgelist.gz,81,81,1,0.27906443199935893
358,gnp_uniform_mpg_81_1_8.edgelist.gz,81,81,1,0.5310273080012848
359,gnp_uniform_mpg_81_1_9.edgelist.gz,81,81,1,0.1412793560011778
360,gnp_uniform_mpg_81_3_0.edgelist.gz,81,81,3,1.628196953999577
361,gnp_uniform_mpg_81_3_1.edgelist.gz,81,81,3,0.05390202499984298
362,gnp_uniform_mpg_81_3_2.edgelist.gz,81,81,3,2.0018278589996044
363,gnp_uniform_mpg_81_3_3.edgelist.gz,81,81,3,0.5656506579998677
364,gnp_uniform_mpg_81_3_4.edgelist.gz,81,81,3,0.1327474509998865
365,gnp_uniform_mpg_81_3_5.edgelist.gz,81,81,3,0.1435263470011705
366,gnp_uniform_mpg_81_3_6.edgelist.gz,81,81,3,0.035611319999588886
367,gnp_uniform_mpg_81_3_7.edgelist.gz,81,81,3,1.8092002120010875
368,gnp_uniform_mpg_81_3_8.edgelist.gz,81,81,3,0.04574062600113393
369,gnp_uniform_mpg_81_3_9.edgelist.gz,81,81,3,1.7090093789993261
370,gnp_uniform_mpg_81_5_0.edgelist.gz,81,81,5,4.177981835999162
371,gnp_uniform_mpg_81_5_1.edgelist.gz,81,81,5,0.15181995499915502
372,gnp_uniform_mpg_81_5_2.edgelist.gz,81,81,5,4.103234883999903
373,gnp_uniform_mpg_81_5_3.edgelist.gz,81,81,5,4.767587017999176
374,gnp_uniform_mpg_81_5_4.edgelist.gz,81,81,5,4.35775973499949
375,gnp_uniform_mpg_81_5_5.edgelist.gz,81,81,5,0.14746020599886833
376,gnp_uniform_mpg_81_5_6.edgelist.gz,81,81,5,0.060739030999684473
377,gnp_uniform_mpg_81_5_7.edgelist.gz,81,81,5,4.746342880998782
378,gnp_uniform_mpg_81_5_8.edgelist.gz,81,81,5,0.18773899400002847
379,gnp_uniform_mpg_81_5_9.edgelist.gz,81,81,5,0.15925018899906718
380,gnp_uniform_mpg_81_7_0.edgelist.gz,81,81,7,7.592161578999367
381,gnp_uniform_mpg_81_7_1.edgelist.gz,81,81,7,0.07693841999935103
382,gnp_uniform_mpg_81_7_2.edgelist.gz,81,81,7,0.07667323399982706
383,gnp_uniform_mpg_81_7_3.edgelist.gz,81,81,7,0.16839823000009346
384,gnp_uniform_mpg_81_7_4.edgelist.gz,81,81,7,0.07895891800035315
385,gnp_uniform_mpg_81_7_5.edgelist.gz,81,81,7,9.5712814360013
386,gnp_uniform_mpg_81_7_6.edgelist.gz,81,81,7,8.03945208299956
387,gnp_uniform_mpg_81_7_7.edgelist.gz,81,81,7,0.08401246499852277
388,gnp_uniform_mpg_81_7_8.edgelist.gz,81,81,7,0.08186422899962054
389,gnp_uniform_mpg_81_7_9.edgelist.gz,81,81,7,9.125517444001161
390,gnp_uniform_mpg_81_9_0.edgelist.gz,81,81,9,0.10066169900164823
391,gnp_uniform_mpg_81_9_1.edgelist.gz,81,81,9,13.893755728999167
392,gnp_uniform_mpg_81_9_2.edgelist.gz,81,81,9,0.09533626099982939
393,gnp_uniform_mpg_81_9_3.edgelist.gz,81,81,9,0.09644079400095507
394,gnp_uniform_mpg_81_9_4.edgelist.gz,81,81,9,0.18734900200070115
395,gnp_uniform_mpg_81_9_5.edgelist.gz,81,81,9,0.09523603900015587
396,gnp_uniform_mpg_81_9_6.edgelist.gz,81,81,9,0.10084293699947011
397,gnp_uniform_mpg_81_9_7.edgelist.gz,81,81,9,0.18683141100154899
398,gnp_uniform_mpg_81_9_8.edgelist.gz,81,81,9,0.09673447600107465
399,gnp_uniform_mpg_81_9_9.edgelist.gz,81,81,9,0.18621604299914907
400,gnp_uniform_mpg_100_1_0.edgelist.gz,100,100,1,0.8263483980008459
401,gnp_uniform_mpg_100_1_1.edgelist.gz,100,100,1,0.10509729599834827
402,gnp_uniform_mpg_100_1_2.edgelist.gz,100,100,1,0.8392623300005653
403,gnp_uniform_mpg_100_1_3.edgelist.gz,100,100,1,0.6165808829991875
404,gnp_uniform_mpg_100_1_4.edgelist.gz,100,100,1,0.7975940579999587
405,gnp_uniform_mpg_100_1_5.edgelist.gz,100,100,1,0.8009795260004466
406,gnp_uniform_mpg_100_1_6.edgelist.gz,100,100,1,0.7907385439993959
407,gnp_uniform_mpg_100_1_7.edgelist.gz,100,100,1,0.8932954470001278
408,gnp_uniform_mpg_100_1_8.edgelist.gz,100,100,1,0.7037806079988513
409,gnp_uniform_mpg_100_1_9.edgelist.gz,100,100,1,0.7610554599996249
410,gnp_uniform_mpg_100_3_0.edgelist.gz,100,100,3,2.71285515999989
411,gnp_uniform_mpg_100_3_1.edgelist.gz,100,100,3,0.04972183700010646
412,gnp_uniform_mpg_100_3_2.edgelist.gz,100,100,3,2.0246763819995977
413,gnp_uniform_mpg_100_3_3.edgelist.gz,100,100,3,2.922586148000846
414,gnp_uniform_mpg_100_3_4.edgelist.gz,100,100,3,2.6869443930008856
415,gnp_uniform_mpg_100_3_5.edgelist.gz,100,100,3,2.7718113620012446
416,gnp_uniform_mpg_100_3_6.edgelist.gz,100,100,3,2.9125751520004997
417,gnp_uniform_mpg_100_3_7.edgelist.gz,100,100,3,0.21923424000124214
418,gnp_uniform_mpg_100_3_8.edgelist.gz,100,100,3,2.878050836001421
419,gnp_uniform_mpg_100_3_9.edgelist.gz,100,100,3,2.8391648150009132
420,gnp_uniform_mpg_100_5_0.edgelist.gz,100,100,5,7.479211720999956
421,gnp_uniform_mpg_100_5_1.edgelist.gz,100,100,5,6.055576340000698
422,gnp_uniform_mpg_100_5_2.edgelist.gz,100,100,5,0.07527425099942775
423,gnp_uniform_mpg_100_5_3.edgelist.gz,100,100,5,0.07571529599954374
424,gnp_uniform_mpg_100_5_4.edgelist.gz,100,100,5,0.26944014400032756
425,gnp_uniform_mpg_100_5_5.edgelist.gz,100,100,5,0.07094104099996912
426,gnp_uniform_mpg_100_5_6.edgelist.gz,100,100,5,6.029612914000609
427,gnp_uniform_mpg_100_5_7.edgelist.gz,100,100,5,6.2675283389999095
428,gnp_uniform_mpg_100_5_8.edgelist.gz,100,100,5,6.810989562998657
429,gnp_uniform_mpg_100_5_9.edgelist.gz,100,100,5,6.665296331999343
430,gnp_uniform_mpg_100_7_0.edgelist.gz,100,100,7,0.09059797499867273
431,gnp_uniform_mpg_100_7_1.edgelist.gz,100,100,7,12.91336308300015
432,gnp_uniform_mpg_100_7_2.edgelist.gz,100,100,7,0.09749567200015008
433,gnp_uniform_mpg_100_7_3.edgelist.gz,100,100,7,0.10388143599993782
434,gnp_uniform_mpg_100_7_4.edgelist.gz,100,100,7,0.19077288299922657
435,gnp_uniform_mpg_100_7_5.edgelist.gz,100,100,7,0.1012878229994385
436,gnp_uniform_mpg_100_7_6.edgelist.gz,100,100,7,0.18680172899985337
437,gnp_uniform_mpg_100_7_7.edgelist.gz,100,100,7,0.09371266900052433
438,gnp_uniform_mpg_100_7_8.edgelist.gz,100,100,7,0.1893915000000561
439,gnp_uniform_mpg_100_7_9.edgelist.gz,100,100,7,0.09648570299941639
440,gnp_uniform_mpg_100_9_0.edgelist.gz,100,100,9,0.1189053319994855
441,gnp_uniform_mpg_100_9_1.edgelist.gz,100,100,9,0.20702688799974567
442,gnp_uniform_mpg_100_9_2.edgelist.gz,100,100,9,22.093502612999146
443,gnp_uniform_mpg_100_9_3.edgelist.gz,100,100,9,0.2131743549998646
444,gnp_uniform_mpg_100_9_4.edgelist.gz,100,100,9,0.12303991400040104
445,gnp_uniform_mpg_100_9_5.edgelist.gz,100,100,9,0.22663828399890917
446,gnp_uniform_mpg_100_9_6.edgelist.gz,100,100,9,21.173658820000128
447,gnp_uniform_mpg_100_9_7.edgelist.gz,100,100,9,22.701157338000485
448,gnp_uniform_mpg_100_9_8.edgelist.gz,100,100,9,0.1260202350003965
449,gnp_uniform_mpg_100_9_9.edgelist.gz,100,100,9,0.21931434699945385
